ref_id; pt1x; pt1y; query_id; pt2x; pt2y
2020_PS162_P4_b_CR.tif;206;74;2020_PS162_P4_c_EH.TIF;161;404
2020_PS162_P4_b_CR.tif;207;215;2020_PS162_P4_c_EH.TIF;333;293
2020_PS162_P4_b_CR.tif;201;82;2020_PS162_P4_c_EH.TIF;167;404
2020_PS162_P4_b_CR.tif;247;286;2020_PS162_P4_c_EH.TIF;307;187
2020_PS162_P4_b_CR.tif;193;50;2020_PS162_P4_c_EH.TIF;36;287
2020_PS162_P4_b_CR.tif;109;461;2020_PS162_P4_c_EH.TIF;249;484
2020_PS162_P4_b_CR.tif;348;289;2020_PS162_P4_c_EH.TIF;358;229
2020_PS162_P4_b_CR.tif;217;77;2020_PS162_P4_c_EH.TIF;269;227
2020_PS162_P4_b_CR.tif;239;32;2020_PS162_P4_c_EH.TIF;345;153
2020_PS162_P4_b_CR.tif;158;199;2020_PS162_P4_c_EH.TIF;262;64
2020_PS162_P4_b_CR.tif;237;118;2020_PS162_P4_c_EH.TIF;194;226
2020_PS162_P4_b_CR.tif;147;459;2020_PS162_P4_c_EH.TIF;349;201
2020_PS162_P4_b_CR.tif;157;391;2020_PS162_P4_c_EH.TIF;192;416
2020_PS162_P4_b_CR.tif;222;401;2020_PS162_P4_c_EH.TIF;167;453
2020_PS162_P4_b_CR.tif;188;394;2020_PS162_P4_c_EH.TIF;180;475
2020_PS162_P4_b_CR.tif;256;77;2020_PS162_P4_c_EH.TIF;279;323
2020_PS162_P4_b_CR.tif;97;206;2020_PS162_P4_c_EH.TIF;322;313
2020_PS162_P4_b_CR.tif;255;356;2020_PS162_P4_c_EH.TIF;241;269
2020_PS162_P4_b_CR.tif;275;181;2020_PS162_P4_c_EH.TIF;330;167
2020_PS162_P4_b_CR.tif;342;309;2020_PS162_P4_c_EH.TIF;190;395
2020_PS162_P4_b_CR.tif;281;190;2020_PS162_P4_c_EH.TIF;181;239
2020_PS162_P4_b_CR.tif;39;333;2020_PS162_P4_c_EH.TIF;223;436
2020_PS162_P4_b_CR.tif;195;84;2020_PS162_P4_c_EH.TIF;242;460
2020_PS162_P4_b_CR.tif;139;104;2020_PS162_P4_c_EH.TIF;242;278
2020_PS162_P4_b_CR.tif;235;179;2020_PS162_P4_c_EH.TIF;272;453
2020_PS162_P4_b_CR.tif;350;238;2020_PS162_P4_c_EH.TIF;271;269
ref_id; pt1x; pt1y; query_id; pt2x; pt2y
2020_PS161_P2_b_CR.tif;57;304;2020_PS161_P2_c_EH.TIF;314;321
2020_PS161_P2_b_CR.tif;78;396;2020_PS161_P2_c_EH.TIF;140;459
2020_PS161_P2_b_CR.tif;125;260;2020_PS161_P2_c_EH.TIF;244;133
2020_PS161_P2_b_CR.tif;128;376;2020_PS161_P2_c_EH.TIF;153;358
2020_PS161_P2_b_CR.tif;100;115;2020_PS161_P2_c_EH.TIF;86;121
2020_PS161_P2_b_CR.tif;208;295;2020_PS161_P2_c_EH.TIF;248;315
2020_PS161_P2_b_CR.tif;151;80;2020_PS161_P2_c_EH.TIF;92;235
2020_PS161_P2_b_CR.tif;50;333;2020_PS161_P2_c_EH.TIF;118;225
2020_PS161_P2_b_CR.tif;331;343;2020_PS161_P2_c_EH.TIF;52;194
2020_PS161_P2_b_CR.tif;322;300;2020_PS161_P2_c_EH.TIF;97;257
2020_PS161_P2_b_CR.tif;153;288;2020_PS161_P2_c_EH.TIF;128;378
2020_PS161_P2_b_CR.tif;228;187;2020_PS161_P2_c_EH.TIF;198;107
2020_PS161_P2_b_CR.tif;221;466;2020_PS161_P2_c_EH.TIF;104;430
2020_PS161_P2_b_CR.tif;142;135;2020_PS161_P2_c_EH.TIF;224;297
2020_PS161_P2_b_CR.tif;291;298;2020_PS161_P2_c_EH.TIF;230;220
2020_PS161_P2_b_CR.tif;76;224;2020_PS161_P2_c_EH.TIF;305;269
2020_PS161_P2_b_CR.tif;105;125;2020_PS161_P2_c_EH.TIF;129;203
2020_PS161_P2_b_CR.tif;40;327;2020_PS161_P2_c_EH.TIF;81;102
2020_PS161_P2_b_CR.tif;173;125;2020_PS161_P2_c_EH.TIF;132;100
2020_PS161_P2_b_CR.tif;186;388;2020_PS161_P2_c_EH.TIF;226;428
2020_PS161_P2_b_CR.tif;237;215;2020_PS161_P2_c_EH.TIF;117;286
2020_PS161_P2_b_CR.tif;112;313;2020_PS161_P2_c_EH.TIF;260;120
2020_PS161_P2_b_CR.tif;83;371;2020_PS161_P2_c_EH.TIF;108;321
2020_PS161_P2_b_CR.tif;260;302;2020_PS161_P2_c_EH.TIF;250;222
2020_PS161_P2_b_CR.tif;274;276;2020_PS161_P2_c_EH.TIF;266;210
2020_PS161_P2_b_CR.tif;234;121;2020_PS161_P2_c_EH.TIF;312;374
2020_PS161_P2_b_CR.tif;246;267;2020_PS161_P2_c_EH.TIF;269;423
2020_PS161_P2_b_CR.tif;246;267;2020_PS161_P2_c_EH.TIF;143;99
2020_PS161_P2_b_CR.tif;199;100;2020_PS161_P2_c_EH.TIF;244;228
2020_PS161_P2_b_CR.tif;72;377;2020_PS161_P2_c_EH.TIF;195;296
